"ident","name","municipality","iata_code","gps_code","iso_region","scheduled_service"
"GB-0385","Abbots Bromley Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0935","Abbotts Hill Farm Airstrip","Hemel Hempstead, Hertfordshire","NULL","NULL","GB-ENG","0"
"EGPD","Aberdeen Dyce Airport","Aberdeen","ABZ","EGPD","GB-SCT","1"
"GB-0623","Aberdeen Royal Infirmary Helistrip","Aberdeen","NULL","NULL","GB-SCT","0"
"GB-0317","Abergavenny Airstrip","Abergavenny","NULL","NULL","GB-WLS","0"
"EGFA","Aberporth Airport","Aberporth","NULL","EGFA","GB-WLS","0"
"GB-0009","Aboyne Airfield","Aboyne","NULL","NULL","GB-SCT","0"
"GB-0715","Acaster Malbis Airstrip","York","NULL","NULL","GB-ENG","0"
"GB-0539","Achnasheen Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0934","Acthorpe Top Farm Airstrip","South Elkington","NULL","NULL","GB-ENG","0"
"GB-0995","Acton Farm Airstrip","Tonbridge, Kent","NULL","NULL","GB-ENG","0"
"GB-0985","Addenbrooke's Hospital Helipad","Trumpington, Cambridgeshire","NULL","NULL","GB-ENG","0"
"GB-0625","Aintree University Hospital Heliport","NULL","NULL","NULL","GB-ENG","0"
"GB-0444","Alcester Airfield","Alcester","NULL","NULL","GB-ENG","0"
"GB-0003","Alexandra Park Aerodrome","Manchester","NULL","NULL","GB-ENG","0"
"GB-0318","Allensmore Airfield","Allensmore","NULL","NULL","GB-ENG","0"
"GB-0838","Almondsbury Helicopter Base","NULL","NULL","NULL","GB-ENG","0"
"GB-1043","Altamuskin","NULL","NULL","NULL","GB-NIR","0"
"GB-1069","Altnagelvin Area Hospital East Heliport","Altnagelvin","NULL","NULL","GB-NIR","0"
"GB-1068","Altnagelvin Area Hospital West Heliport","Altnagelvin","NULL","NULL","GB-NIR","0"
"EGWA","Andover Airfield","Andover","NULL","EGWA","GB-ENG","0"
"EGSL","Andrewsfield","Braintree, Essex","NULL","EGSL","GB-ENG","0"
"EGOV","Anglesey Airport","Angelsey","VLY","EGOV","GB-WLS","1"
"GB-0549","Annies Field Microlight Site","Maldon, Essex","NULL","NULL","GB-ENG","0"
"GB-0319","Archerfield Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0320","Arclid Airfield","Arclid","NULL","NULL","GB-ENG","0"
"GB-0944","Arden Heath Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0770","Armshold Farm Airstrip","Great Eversden, Cambridgeshire","NULL","NULL","GB-ENG","0"
"GB-0322","Arran Heliport","Arran","NULL","NULL","GB-SCT","0"
"EGLT","Ascot Racecourse Heliport","Ascot Heath","NULL","EGLT","GB-ENG","0"
"GB-1094","Ascot Racecourse Red Bull Airport","Ascot, Berkshire","NULL","NULL","GB-ENG","0"
"GB-0737","Ash House Farm Airstrip","Ashcroft","NULL","NULL","GB-ENG","0"
"GB-0064","Ashcroft Airfield","Winsford","NULL","EGCR","GB-ENG","0"
"GB-0216","Ashley's Field Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0427","Askern Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0011","Aston Down Airfield","Minchinhampton","NULL","NULL","GB-ENG","0"
"GB-0685","Athey's Moor Airfield","Longframlington","NULL","NULL","GB-ENG","0"
"GB-0065","Audley End Airfield","Safron Waldon","NULL","NULL","GB-ENG","0"
"GB-0559","Aughrim Airstrip","NULL","NULL","NULL","GB-NIR","0"
"GB-0494","Avon Lane Airfield","Saltford","NULL","NULL","GB-ENG","0"
"EGTA","Aylesbury/Thame Airfield","Aylesbury","NULL","NULL","GB-ENG","0"
"GB-0437","Ayton Castle Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EG03","Badminton Airfield","Badminton","NULL","NULL","GB-ENG","0"
"GB-0599","Bagber Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGNG","Bagby Thirsk Prv Airport","Bagby","NULL","EGNG","GB-ENG","0"
"GB-0801","Baileys Fram Airstrip","Long Crendon (Bucks)","NULL","NULL","GB-ENG","0"
"GB-0323","Bakersfield Airstrip","Corby","NULL","NULL","GB-ENG","0"
"GB-0739","Balado Park Airstrip UL","NULL","NULL","NULL","GB-SCT","0"
"GB-1102","Baldardo Field","NULL","NULL","NULL","GB-SCT","0"
"GB-0940","Balgone Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0740","Balgrummo Steading Airstrip","Bonnybank","NULL","NULL","GB-SCT","0"
"GB-0540","Ballone Castle Airstrip","Tain, Ross","NULL","NULL","GB-SCT","0"
"GB-0419","Banbury Airfield","Shotteswell","NULL","NULL","GB-ENG","0"
"GB-0602","Bankwood Farm Airstrip","Thurgarton","NULL","NULL","GB-ENG","0"
"GB-0594","Barcombe-North Airstrip","Lewes, East Sussex","NULL","NULL","GB-ENG","0"
"GB-0378","Barling Airfield","Southend-on-Sea, Essex","NULL","NULL","GB-ENG","0"
"GB-0431","Barnards Farm","West Horndon","NULL","NULL","GB-ENG","0"
"GB-1042","Barnfield Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGPR","Barra Airport","Eoligarry","BRR","EGPR","GB-SCT","1"
"GB-1101","Barrisdale Airstrip","NULL","NULL","NULL","GB-SCT","0"
"EGNL","Barrow Walney Island Airport","Barrow-in-Furness","BWF","EGNL","GB-ENG","0"
"GB-1077","Barry Buddon Range","NULL","NULL","NULL","GB-SCT","0"
"GB-0943","Barton Ashes Airstrip","Crawley Down","NULL","NULL","GB-ENG","0"
"GB-0886","Batch End Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0790","Batchley Farm Airstrip","Hordle (Hampshire)","NULL","NULL","GB-ENG","0"
"GB-0853","Bath 'Charmy Down' airstrip","Charmy Down","NULL","NULL","GB-ENG","0"
"GB-0032","Bath Wilts & North Dorset Gliding Club","Kingston Deverill","NULL","NULL","GB-ENG","0"
"GB-0218","Battleflat Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0438","Baxby-Husthwaite Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0324","Baxterley Aerodrome","Baxterley","NULL","NULL","GB-ENG","0"
"GB-0766","Baynard's Park Airstrip","Horsham, West Sussex","NULL","NULL","GB-ENG","0"
"EGSM","Beccles Airfield","Beccles, Suffolk","NULL","EGSM","GB-ENG","0"
"EGBF","Bedford Aerodrome","Bedford, Bedfordshire","NULL","EGBF","GB-ENG","0"
"GB-0169","Bedlands Gate airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0800","Bedwell Hey Farm Airstrip","Little Thetford","NULL","NULL","GB-ENG","0"
"GB-0325","Beeches Farm Airstrip","South Scarle","NULL","NULL","GB-ENG","0"
"EGAA","Belfast International Airport","Belfast","BFS","EGAA","GB-NIR","1"
"GB-1036","Bell Bar Private Airstrip","Hatfield, Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-0186","Bellarena Airfield","Bellarena","NULL","NULL","GB-NIR","0"
"GB-0326","Belle Vue Airfield","Huntshaw Cross","NULL","NULL","GB-ENG","0"
"EGHJ","Bembridge Airport","Bembridge","BBP","EGHJ","GB-ENG","0"
"GB-1099","Ben Alder Lodge Helipad","NULL","NULL","NULL","GB-SCT","0"
"EGPL","Benbecula Airport","Balivanich","BEB","EGPL","GB-SCT","1"
"GB-0327","Benington Airfield","Stevenage, Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-1010","Bennetsfield Private Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0012","Benone Strand/Londerry Airfield","Benone","NULL","NULL","GB-NIR","0"
"GB-0788","Bensons Farm Airstrip","Laindon","NULL","NULL","GB-ENG","0"
"GB-0937","Benston Farm Airstrip","Cumnock (East Ayrshire)","NULL","NULL","GB-SCT","0"
"GB-0806","Bere Farm Airstrip","North Boarhunt (Hamps)","NULL","NULL","GB-ENG","0"
"GB-0693","Bericote Farm Airstrip","Blackdown / Ashow","NULL","NULL","GB-ENG","0"
"GB-0915","Bernwood Farm Airstrip","East Claydon, Buckingham","NULL","NULL","GB-ENG","0"
"GB-0168","Berrier Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0231","Berrow Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0826","Berry Grove Farm Airstrip","Liss","NULL","NULL","GB-ENG","0"
"GB-1009","Bethesda","NULL","NULL","NULL","GB-WLS","0"
"EGNY","Beverley/Linley Hill Airfield","Beverley","NULL","EGNY","GB-ENG","0"
"EGDD","Bicester Airfield","Bicester","NULL","NULL","GB-ENG","0"
"GB-0013","Bidford Airfield","Bidford on Avon","NULL","NULL","GB-ENG","0"
"EGXB","Binbrook Airfield","Grimsby","NULL","NULL","GB-ENG","0"
"GB-0328","Binstead Airfield","Binstead","NULL","NULL","GB-ENG","0"
"GB-0723","Birchwood Lodge Airstrip","North Duffield","NULL","NULL","GB-ENG","0"
"GB-0484","Birds Edge Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGCO","Birkdale Sands Beach Runway","Southport","NULL","NULL","GB-ENG","0"
"EGBB","Birmingham International Airport","Birmingham","BHX","EGBB","GB-ENG","1"
"GB-1025","Biss Brook Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0687","Bitteswell Farm Airstrip","Bitteswell","NULL","NULL","GB-ENG","0"
"GB-0609","Black Horse Ballooning Club","Great Missenden, Buckinghamshire","NULL","NULL","GB-ENG","0"
"GB-0188","Black Spring Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGLK","Blackbushe Airport","Yateley","BBS","EGLK","GB-ENG","0"
"GB-0493","Blackhill Airstrip","NULL","NULL","NULL","GB-NIR","0"
"GB-0695","Blackmoor Farm Airstrip","Aubourn","NULL","NULL","GB-ENG","0"
"EGNH","Blackpool International Airport","Blackpool","BLK","EGNH","GB-ENG","1"
"GB-0329","Blair Atholl Airfield","Blair Atholl","NULL","NULL","GB-SCT","0"
"GB-0866","Blair Drummond Private Airstrip","Blair Drummond, Stirling","NULL","NULL","GB-SCT","0"
"GB-0014","Blease Hall","Old Hutton","NULL","NULL","GB-ENG","0"
"GB-0556","Blooms Farm Airstrip","Halstead, Essex","NULL","NULL","GB-ENG","0"
"GB-0784","Blue Tile Farm Airstrip","Dereham, Norfolk","NULL","NULL","GB-ENG","0"
"EGLA","Bodmin Airfield","Bodmin","NULL","EGLA","GB-ENG","0"
"EGKC","Bognor Regis Lec Airfield","Bognor Regis, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0127","Bolt Head","Salcombe (Devon)","NULL","NULL","GB-ENG","0"
"GB-0988","Bonnallack Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0924","Bonnington Airstrip","Ashford, Kent","NULL","NULL","GB-ENG","0"
"EG19","Boon Hill Farm Airstrip","Fadmoor, Kirbymoorside","NULL","NULL","GB-ENG","0"
"GB-0187","Boones Farm Airstrip","Braintree, Essex","NULL","NULL","GB-ENG","0"
"GB-1074","Borders General Hospital","NULL","NULL","NULL","GB-SCT","0"
"GB-0750","Bossington Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0058","Boston Aerodrome","Boston","NULL","NULL","GB-ENG","0"
"GB-0330","Boughton North Airfield","King's Lynn, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0635","Bounds Farm Airstrip","Ardleigh Colchester, Essex","NULL","NULL","GB-ENG","0"
"EGSN","Bourn Airfield","Cambridge, Cambridgeshire","NULL","EGSN","GB-ENG","0"
"GB-0193","Bourne Park Airfield","NULL","NULL","NULL","GB-ENG","0"
"EGHH","Bournemouth Airport","Bournemouth","BOH","EGHH","GB-ENG","1"
"GB-0751","Bovingdon Airstrip","Hemel Hempstead, Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-0839","Bowden Farm Airstrip","Burbage","NULL","NULL","GB-ENG","0"
"GB-0332","Bowerchalke Airfield","Bowerchalke","NULL","NULL","GB-ENG","0"
"GB-0049","Bowerswaine Farm Airfield","Wimbourne","NULL","NULL","GB-ENG","0"
"GB-1007","Bowford Farm Airstrip","Pulborough, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0333","Bowldown Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-1024","Boyndie Airstrip","Boyndie","NULL","NULL","GB-SCT","0"
"GB-0947","Bradleys Lawn Airstrip UL","Heathfield, East Sussex","NULL","NULL","GB-ENG","0"
"GB-0062","Branscombe Airfield","Branscombe","NULL","NULL","GB-ENG","0"
"GB-0334","Breidden Airfield","Welshpool","NULL","NULL","GB-WLS","0"
"EGBR","Breighton Airfield","Breighton","NULL","NULL","GB-ENG","0"
"GB-0015","Brent Tor Glider Field","Tavistock","NULL","NULL","GB-ENG","0"
"GB-0929","Brickwall Farm Airstrip","Hundon (Suffolk)","NULL","NULL","GB-ENG","0"
"GB-0719","Bridge Cottage Airstrip","Great Heck","NULL","NULL","GB-ENG","0"
"GB-0945","Bridge Farm Airstrip","Norwich, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0335","Bridlington Airfield","Bridlington","NULL","NULL","GB-ENG","0"
"EGKA","Brighton City Airport","Brighton, East Sussex","ESH","EGKA","GB-ENG","0"
"EGLP","Brimpton Airfield","NULL","NULL","EGLP","GB-ENG","0"
"GB-0689","Brine Pits Farm Airstrip","Droitwich","NULL","NULL","GB-ENG","0"
"EGGD","Bristol Airport","Bristol","BRS","EGGD","GB-ENG","1"
"GB-0022","Bristol and Gloucestershire Gliding Club","NULL","NULL","NULL","GB-ENG","0"
"EGTG","Bristol Filton Airport","Bristol","NULL","NULL","GB-ENG","0"
"GB-0348","Bristol Royal Infirmary Helipad","Bristol","NULL","NULL","GB-ENG","0"
"XBRO","Broadford Airstrip","Ashaig","SKL","EGEI","GB-SCT","0"
"GB-1038","Broadmarsh Farm Airstrip","Attleborough, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0459","Broadmeadow Farm Airstrip","Haywood","NULL","NULL","GB-ENG","0"
"GB-1008","Brockwood Bottom Farm Airstrip","Brockwood","NULL","NULL","GB-ENG","0"
"GB-0969","Brook Farm Airstrip","Midhurst, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0360","Brook Farm Airstrip","Boylestone","NULL","NULL","GB-ENG","0"
"GB-0432","Brook Farm Ultralight Airstrip","Pilling, Lancashire","NULL","NULL","GB-ENG","0"
"GB-0476","Brookfield Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0140","Brooklands Aerodrome","Weybridge, Surrey","NULL","EGLB","GB-ENG","0"
"GB-0455","Brooklands Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0857","Brookside Farm Private Airstrip","Wootton Courtenay","NULL","NULL","GB-ENG","0"
"GB-0747","Broomhill Farm Airstrip","West Calder","NULL","NULL","GB-SCT","0"
"EGNB","Brough Airport","Brough","NULL","NULL","GB-ENG","0"
"GB-0973","Brown Farm Airstrip","Ipswich, Suffolk","NULL","NULL","GB-ENG","0"
"GB-0555","Brown Shutters Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EG74","Bruntingthorpe Airport","Bruntingthorpe","NULL","NULL","GB-ENG","0"
"GB-0039","Brunton Airfield","Brunton","NULL","NULL","GB-ENG","0"
"GB-0310","Bryn Gates Airfield","Wigan","NULL","NULL","GB-ENG","0"
"GB-0016","Bryngwyn Bach Airfield","Rhuallt","NULL","NULL","GB-WLS","0"
"GB-1062","Buchlyvie Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0336","Bucknall Airfield","Bucknall","NULL","NULL","GB-ENG","0"
"GB-0874","Burdon Head Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0017","Burn Airfield","Selby","NULL","NULL","GB-ENG","0"
"GB-0425","Burnham Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0729","Burton-Constable Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-1047","Bury Farm Airstrip","Dunmow, Essex","NULL","NULL","GB-ENG","0"
"GB-0357","Bute Airfield","NULL","NULL","NULL","GB-SCT","0"
"GB-0706","Butterfield Farm Airstrip","Swanwick (Derby)","NULL","NULL","GB-ENG","0"
"GB-0876","Buttermilk Hall Farm","Blisworth","NULL","NULL","GB-ENG","0"
"GB-0509","Bycross Farm Airstrip","Moccas","NULL","NULL","GB-ENG","0"
"GB-1028","Bywell Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0601","Cadwell Park Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0561","Cae Mawr Tyddyn Hen","NULL","NULL","NULL","GB-WLS","0"
"EGCK","Caernarfon Airport","Caernarfon","NULL","EGCK","GB-WLS","0"
"GB-0337","Calcot Airfield","Calcot","NULL","NULL","GB-ENG","0"
"GB-0469","Calton Moor Airfield","NULL","NULL","NULL","GB-ENG","0"
"EGSC","Cambridge City Airport","Cambridge, Cambridgeshire","CBG","EGSC","GB-ENG","0"
"GB-0745","Cameron House Hotel Seaplane Base","NULL","NULL","NULL","GB-SCT","0"
"GB-0694","Camp Farm Airstrip","Bedworth","NULL","NULL","GB-ENG","0"
"EGEC","Campbeltown Airport","Campbeltown","CAL","EGEC","GB-SCT","1"
"GB-0018","Camphill Airfield","Great Hucklow","NULL","NULL","GB-ENG","0"
"GB-0067","Canterbury Airfield","Canterbury","NULL","NULL","GB-ENG","0"
"GB-0580","Carden Park Hotel Helistrip","NULL","NULL","NULL","GB-ENG","0"
"EGFC","Cardiff Heliport","Cardiff","NULL","EGFC","GB-WLS","0"
"EGFF","Cardiff International Airport","Cardiff","CWL","EGFF","GB-WLS","1"
"GB-0752","Cardington Airstrip","NULL","NULL","NULL","GB-ENG","0"
"Cark","Cark airfield","Cark","NULL","NULL","GB-ENG","0"
"EGNC","Carlisle Lake District Airport","Carlisle","CAX","EGNC","GB-ENG","0"
"GB-0019","Carlton Moor Airfield","Ashbourne","NULL","NULL","GB-ENG","0"
"GB-0707","Carr Farm Airstrip","Thorney","NULL","NULL","GB-ENG","0"
"GB-0554","Carr Valley","NULL","NULL","NULL","GB-ENG","0"
"GB-0546","Carrickmore Airstrip","Carrickmore","NULL","NULL","GB-NIR","0"
"ZA-0102","Castle Bromwich Aerodrome/RAF Castle Bromwich","Warwickshire","NULL","NULL","GB-ENG","0"
"GB-0288","Castle Kennedy Airfield","NULL","NULL","NULL","GB-SCT","0"
"EGSB","Castle Mill Airfield","Bedford","NULL","NULL","GB-ENG","0"
"GB-0362","Castlerock Airstrip","Castlerock (Ulster)","NULL","NULL","GB-NIR","0"
"GB-0189","Caunton Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0008","Causeway Airfield","Coleraine","NULL","NULL","GB-NIR","0"
"GB-0712","Causey Park Airstrip UL","NULL","NULL","NULL","GB-ENG","0"
"EGLJ","Chalgrove Airport","Chalgrove","NULL","EGLJ","GB-ENG","0"
"GB-0933","Chalk Pyt Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0564","Chalksole Green Airstrip","Dover, Kent","NULL","NULL","GB-ENG","0"
"EGKE","Challock Airfield","Ashford, Kent","NULL","EGKE","GB-ENG","0"
"GB-0175","Channel Gliding Club","Whitfield","NULL","NULL","GB-ENG","0"
"GB-0436","Charlton Mires Airstrip","Alnwick, Northumberland","NULL","NULL","GB-ENG","0"
"GB-0259","Charlton Park Airstrip","Malmesbury Wiltshire","NULL","NULL","GB-ENG","0"
"GB-0287","Charterhall Airfield","NULL","NULL","NULL","GB-SCT","0"
"GB-0399","Chase Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0367","Chatteris Airfield","Chatteris","NULL","NULL","GB-ENG","0"
"GB-0756","Cheddington Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0534","Chedworth RAF Air Base","Chedworth","NULL","NULL","GB-ENG","0"
"EGBC","Cheltenham Racecourse Heliport","Cheltenham","NULL","EGBC","GB-ENG","0"
"GB-0757","Chelworth House Airstrip","Haywards Heath, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0938","Cherry Willingham Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0992","Chesham Vale Airstrip","Chesham, Buckinghamshire","NULL","NULL","GB-ENG","0"
"GB-0397","Chilbolton","NULL","NULL","NULL","GB-ENG","0"
"GB-0356","Chilsfold Farm Airstrip","Petworth, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0157","Chiltern Park Aerodrome","NULL","NULL","NULL","GB-ENG","0"
"GB-0339","Chipping Airfield","Chipping","NULL","NULL","GB-ENG","0"
"GB-1004","Chipstead Private Airstrip","Coulsdon, Greater London","NULL","NULL","GB-ENG","0"
"GB-0251","Chirk","NULL","NULL","NULL","GB-WLS","0"
"GB-0817","Church Farm Airstrip","Beccles, Suffolk","NULL","NULL","GB-ENG","0"
"GB-1027","Churchlands Farm Airstrip UL","Pevensey, Kent","NULL","NULL","GB-ENG","0"
"EGCB","City Airport Manchester","Manchester / Salford","NULL","EGCB","GB-ENG","0"
"EGAE","City of Derry Airport","Derry","LDY","EGAE","GB-NIR","1"
"EGSQ","Clacton Airfield","Clacton-on-Sea, Essex","NULL","EGSQ","GB-ENG","0"
"GB-0302","Claybrooke Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-1001","Clees Hall Airstrip","Bures, Suffolk","NULL","NULL","GB-ENG","0"
"GB-0045","Clench Common Airfield","Marlborough","NULL","NULL","GB-ENG","0"
"GB-0361","Cliffe Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0258","Clipgate Farm Airstrip","Canterbury, Kent","NULL","NULL","GB-ENG","0"
"GB-0637","Clothall Common Airstrip","Baldock, Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-1002","Clotton airstrip UL","NULL","NULL","NULL","GB-ENG","0"
"GB-0217","Clutton Hill Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGCA","Coal Aston Airfield","NULL","NULL","EGCA","GB-ENG","0"
"GB-0878","Coalisland Airstrip","NULL","NULL","NULL","GB-NIR","0"
"GB-0611","Cockerham Airfield","Lancaster","NULL","NULL","GB-ENG","0"
"GB-0873","Coetir Bach Farm Airstrip","Cefneithin, Maesybont, Carmarthenshire","NULL","NULL","GB-WLS","0"
"GB-0831","Coldharbour Farm Airstrip","Willingham (Cambs)","NULL","NULL","GB-ENG","0"
"GB-0390","Coleman Green Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0051","Colemore Farm Airfield","Faringdon","NULL","NULL","GB-ENG","0"
"EGEL","Coll Airport","Coll Island","COL","EGEL","GB-SCT","0"
"EGEY","Colonsay Airstrip","Colonsay","CSA","EGEY","GB-SCT","0"
"GB-0903","Colthrop Manor Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGHA","Compton Abbas Aerodrome","Shaftesbury","NULL","EGHA","GB-ENG","0"
"GB-0981","Conaglen House Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0744","Cornbury House Airstrip","Charlbury","NULL","NULL","GB-ENG","0"
"EGHQ","Cornwall Airport Newquay","Newquay","NQY","EGHQ","GB-ENG","1"
"GB-1044","Corston Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0690","Costock Heliport","Costock","NULL","NULL","GB-ENG","0"
"EGBP","Cotswold Airport","Kemble","GBA","EGBP","GB-ENG","0"
"GB-0034","Cottage Farm Airstrip","Norton Juxta Twycross, Leicestershire","NULL","NULL","GB-ENG","0"
"GB-0922","Cottage Farm Airstrip","Bloxholm","NULL","NULL","GB-ENG","0"
"GB-0364","Cottered Airstrip","Buntingford, Hertfordshire","NULL","NULL","GB-ENG","0"
"EGBE","Coventry Airport","Coventry","CVT","EGBE","GB-ENG","0"
"GB-0999","Cowbit Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGTC","Cranfield Airport","Cranfield","NULL","EGTC","GB-ENG","0"
"GB-0304","Craysmarsh Airstrip","Melksham","NULL","NULL","GB-ENG","0"
"GB-0586","Cricklade Hotel Heliport","NULL","NULL","NULL","GB-ENG","0"
"GB-0156","Cricklewood Aerodrome","London","NULL","NULL","GB-ENG","0"
"GB-0403","Crockham Hill Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0928","Croes-Carn-Einion Farm","Bassaleg (Monmouthshire)","NULL","NULL","GB-WLS","0"
"GB-0303","Croft Airstrip","Croft","NULL","NULL","GB-ENG","0"
"GB-0024","Croft Farm Airfield","Defford","NULL","NULL","GB-ENG","0"
"GB-0713","Croft Farm Airstrip","Darlington, North Yorkshire","NULL","NULL","GB-ENG","0"
"GB-0648","Croft Heliport","NULL","NULL","NULL","GB-ENG","0"
"GB-0691","Crosbie Field UL","Sudbury, Suffolk","NULL","NULL","GB-ENG","0"
"EGND","Crosland Moor Airfield","Huddersfield","NULL","NULL","GB-ENG","0"
"GB-0486","Crossmaglen Airstrip","NULL","NULL","NULL","GB-NIR","0"
"GB-0377","Croughton Manor Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGSO","Crowfield Airfield","Ipswich, Suffolk","NULL","EGSO","GB-ENG","0"
"GB-0252","Crowland Glider Field","Peterborough","NULL","NULL","GB-ENG","0"
"EGCR","Croydon Airport","Croydon, Greater London","NULL","NULL","GB-ENG","0"
"GB-0191","Cruglas Synod Inn Airstrip","NULL","NULL","NULL","GB-WLS","0"
"GB-0704","Crumpton Oaks Farm Airstrip","Storridge","NULL","NULL","GB-ENG","0"
"GB-1083","Crymych Airstrip","NULL","NULL","NULL","GB-WLS","0"
"GB-0190","Cuckoo Tye Farm Airstrip","Sudbury, Suffolk","NULL","NULL","GB-ENG","0"
"GB-0465","Culbokie Airstrip","NULL","NULL","NULL","GB-SCT","0"
"EGEA","Culter Heliport","NULL","NULL","EGEA","GB-SCT","0"
"EGPG","Cumbernauld Airport","Cumbernauld","NULL","EGPG","GB-SCT","0"
"GB-0393","Currock Hill Glider Field","NULL","NULL","NULL","GB-ENG","0"
"GB-0875","Curry Rivel Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0622","Dairy House Farm Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0742","Dalcross Heliport","NULL","NULL","NULL","GB-SCT","0"
"GB-0832","Dalkeith Farm Airstrip","Winwick","NULL","NULL","GB-ENG","0"
"EGML","Damyns Hall Aerodrome","Upminster, Greater London","NULL","EGML","GB-ENG","0"
"GB-0759","Danehill Airstrip","Haywards Heath, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0369","Darley Moor Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0616","Darlton Gliding Club","NULL","NULL","NULL","GB-ENG","0"
"GB-0463","Davidstow Moor","NULL","NULL","NULL","GB-ENG","0"
"EGWC","DCAE Cosford Air Base","Cosford","NULL","EGWC","GB-ENG","0"
"EGKL","Deanland Lewes Airfield","Lewes, East Sussex","NULL","EGKL","GB-ENG","0"
"GB-0632","Debach Airfield","Woodbridge, Suffolk","NULL","NULL","GB-ENG","0"
"GB-0371","Decoy Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0280","Deenethorpe","NULL","NULL","NULL","GB-ENG","0"
"GB-0971","Denford Manor Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGLD","Denham Aerodrome","Uxbridge, Greater London","NULL","EGLD","GB-ENG","0"
"GB-0871","Deptford Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0872","Deptford 'Farm' Airstrip","Deptford (Wilts)","NULL","NULL","GB-ENG","0"
"EGBD","Derby Airfield","Derby","NULL","EGBD","GB-ENG","0"
"GB-0370","Derryogue","Derryogue","NULL","NULL","GB-NIR","0"
"GB-1093","Devizes Airstrip","Coate","NULL","NULL","GB-ENG","0"
